Title,Text,Summary
Indian-Americans seek to play increased role in US politics,"This story is from March 19, 2020

HYDERABAD: Ahead of his visit to India, Donald Trump retweeted a video from the film Baahubali with his head morphed instead of the actor Prabhas. He shared the video with the caption, “Look so forward to being with my great friends in INDIA!”.

While many saw the US president’s gesture as a curtain-raiser to his India trip, others felt this was his attempt to create a greater connection with Indian-Americans, especially Telugus, in an election year.

Analysts have been speaking about the potential of the Indian-American community in the US. In fact, student group North American Association of Indian Students (NAAIS) has recently started a #DesiVote campaign to get unregistered Indian-Americans to exercise their franchise.

NAAIS claims there are over two million unregistered Indian-American voters. Breaking down the number, Sudhanshu Kaushik, founder, NAAIS, said, “We found that there were about 4.5 million Indian-Americans in US in 2016, out of which 3.5 million people were above 18 years old. In 2018, 800,000 Indian-Americans came out to vote for the mid-term elections. Even if we round that figure to a million, it means there are definitely over two million voters who did not vote.”

The focus of the #DesiVote campaign are these eligible voters, said Kaushik, adding that while Indian-Americans play a huge role in the economic and social spheres in the US are, “Politically underepresented and at the same time are not going out to make our voices heard.”

Also speaking of the great demographic profile, Chinmayi Balusu, a NAAIS member, said, “I wanted to join the effort to mobilise Indian-Americans to register to vote. This would be the first step to exercising their political power.” As a first-time voter herself, she said the initiative would aim to help people find the resources to register.

Meanwhile, several India-Americans agreed they would like to see the community play a more proactive role. “We contribute majorly towards taxes and are educated, law abiding citizens. Better representation for us would mean better politics in the US,” said Suresh K, a resident of Dallas. Ramesh Reddy, from New Jersey, said he did not vote in the last presidential elections, but will this time. “I think every vote matters,” he said.

","In fact, student group North American Association of Indian Students (NAAIS) has recently started a #DesiVote campaign to get unregistered Indian-Americans to exercise their franchise.
NAAIS claims there are over two million unregistered Indian-American voters.
Breaking down the number, Sudhanshu Kaushik, founder, NAAIS, said, “We found that there were about 4.5 million Indian-Americans in US in 2016, out of which 3.5 million people were above 18 years old.
Meanwhile, several India-Americans agreed they would like to see the community play a more proactive role.
Better representation for us would mean better politics in the US,” said Suresh K, a resident of Dallas."
"Coronavirus Update in USA: Political wrangling, controversy mark re-opening of US states","CDC WARNS OF FALL OUTBREAK

CUOMO MEETS TRUMP

ATLANTA: Governors of about half a dozen US states pushed ahead on Tuesday with plans to partially reopen for business despite warnings by some health officials that doing so could trigger a new surge in coronavirus cases.The easing of sweeping restrictions in Georgia, South Carolina and other mostly Southern US states follows protests against rules imposed during the pandemic that shut down businesses and largely confined residents to their homes.A Reuters/Ipsos opinion poll showed a majority of Americans believed stay-at-home orders should remain in place until public health officials determine lifting them is safe, despite the damage to the US economy.""It's a matter of concern, this whole idea of opening up. It's based on non-science generated parameters,"" Dr. Boris Lushniak, dean of the University of Maryland School of Public Health, told Reuters in an interview.Deaths from Covid-19 , the respiratory illness caused by coronavirus, topped 45,150 nationwide as cases climbed to over 810,000, according to a Reuters tally.New Jersey, Pennsylvania and Michigan each reported their highest single-day coronavirus-related death tolls - over 800 between the three states. New York state, the epicenter of the U.S. outbreak, reported 481 new deaths.Governors are under pressure from businesses and some constituents to relax stay-at-home orders that have thrown over 20 million people out of work in the past month alone.In Wisconsin , Republican lawmakers who filed a lawsuit against Democratic Governor Tony Evers, challenging his stay-at-home order that runs until May 26.Tensions between US President Donald Trump, a Republican, and local officials have risen over the U.S. government's role in ramping up testing, which infectious disease experts say is key to enable a safe reopening.Those experts say the United States, with a population of nearly 330 million people, should test 3 million per week to get an accurate sense of the virus's reach. States have tested only a third of that number in the past seven days, according to the Covid Tracking Project.Even as states move ahead with plans to reopen, the director of the Centers for Disease Control and Prevention warned a second wave of the coronavirus could be worse if it coincides with the start of seasonal flu season.“There’s a possibility that the assault of the virus on our nation next winter will actually be even more difficult than the one we just went through,” CDC Director Robert Redfield said in an interview with The Washington Post.Georgia is among a half dozen states that will allow more business activity this week or next.Brian Kemp, Georgia's Republican governor, will allow gyms, hair salons, bowling alleys, tattoo and massage parlors to reopen on Friday, followed by movie houses and restaurants next week.Kemp said his plan balances public health with the need to reignite the state's economy, saying social distancing rules would remain in place.Georgia has reported 174,000 positive cases and six deaths per 100,000 people, both below the national average, according to a Reuters analysis of data collected by the Covid Tracking Project.But the state also has one of the lowest testing rates, giving health officials less data on the reach of the illness to base decisions on reopening, the data showed.""Don't go out,"" Savannah Mayor Van Johnson, a Democrat, told residents of the eastern Georgia city during a news conference. ""People will not come here if they think our businesses are not safe.""New York Governor Andrew Cuomo emerged from a meeting with Trump at the White House and said the president had agreed to help his state procure chemical reagents and other supplies needed to double testing capacity.Cuomo said it was up to his state to help labs boost their testing capacity and to organize the workers needed to take more samples.""That is an intelligent division of labor,"" Cuomo said at a press briefing. ""Let each level of government do what it does best.""The governor said New York would try to double the number of people it tests each day - including diagnostic and antibody tests - to 40,000, characterizing the task as an ""enormous undertaking"" that would take weeks.Democratic Governor Gavin Newsom of California, the most populous U.S. state, said despite evidence the outbreak was slowing there, cases and deaths were still rising.Over the seven-day period ending on Sunday night, the number of deaths in California nearly doubled, and the number of new cases increased by nearly 50%, state data showed.Newsom promised to release a detailed plan for testing and reopening on Wednesday, but cautioned it was too soon to loosen public health restrictions.In Washington, D.C., the U.S. Senate unanimously approved $484 billion in additional coronavirus relief for the U.S. economy and hospitals treating patients sickened by the pandemic, sending the measure to the House of Representatives for final passage later this week.","""It's a matter of concern, this whole idea of opening up.
""Don't go out,"" Savannah Mayor Van Johnson, a Democrat, told residents of the eastern Georgia city during a news conference.
""People will not come here if they think our businesses are not safe.
""That is an intelligent division of labor,"" Cuomo said at a press briefing.
""Let each level of government do what it does best."
"Local political rivalry, drug peddlers behind Padarayanapura violence","View of Hosahalli road at Padarayanapura, two days after the incidence of violence (file photo)

BENGALURU: A fight for supremacy between local political rivals -- JD(S) councillor Imran Pasha and Congress functionary Altaf Khan — is said to have led to the attack on health workers and subsequent vandalism at Padarayanapura on Sunday. Altaf’s wife Seema represents the neighbouring Jagajeevanram Nagar ward in the BBMP council.

Some also suspect drug peddlers in the locality could have goaded the vandals.

Imran and Altaf have been at loggerheads since 1999. Both vied for supremacy in the area and Padaryanapura started witnessing bloody gang wars before the duo plunged into active politics. Imran followed in the footsteps of his father Arif Pasha, who was a BBMP councillor from Padarayanapura, and contested election in 2010. But Altaf was his stumbling block as he too was nursing political ambitions. While Altaf’s electoral bids remained unsuccessful, Imran won twice from Padarayanapura.

The sealing of Padarayanapura and Jagajeevanram Nagar, after they were identified as Covid-19 hotspots, worsened the rivalry, with both camps wanting to beat each other in helping the needy. “Group clashes between Imran and Altaf are nothing new. But it took a murky twist as the two camps competed to reach out to people. Unfortunately, it ended up with miscreants attacking health workers,” said MB Adinarayana, a social worker.

The imposing presence of Chamarajpet MLA BZ Zameer Khan, whose constituency covers both wards, further fuelled the rivalry, with the legislator seen to be partial towards Altaf. People of Padrayanapura had been complaining that ration kits were being diverted to Jagajeevanram Nagar.

Things came to a head on Sunday when Zameer and Altaf took charge of the funeral rites of the 65-year-old woman, who succumbed to Covid-19, ignoring Imran. “The people who attacked the health workers actually wanted to ask the authorities why Padarayanapura wasn’t getting food kits while they were going to Jagajeevanram Nagar. Meanwhile, some miscreants joined and started vandalism,” said a BBMP official, who was part of the team that went to Padarayanapura to escort primary and secondary contacts to a quarantine camp.

Zameer said it was a mess created by the rival camps aiming to score political brownie points. “I knew something is brewing and that’s why I asked the officials not to venture into the area after dark. We could have gone in the morning to ferry the contacts to quarantine. However, my statement was misconstrued,” said Zameer.

Some also feel the violence was stage-managed by drug peddlers, who were upset about Padarayanapura being sealed off.

“The Congress party has taken note of all dimensions of the incident. We will take Zameer’s account before deciding on the next course of action,” said KPCC working president Saleem Ahmad.

Meanwhile, senior police officials met leaders of both camps and warned them against such incidents in future.

","The sealing of Padarayanapura and Jagajeevanram Nagar, after they were identified as Covid-19 hotspots, worsened the rivalry, with both camps wanting to beat each other in helping the needy.
Unfortunately, it ended up with miscreants attacking health workers,” said MB Adinarayana, a social worker.
People of Padrayanapura had been complaining that ration kits were being diverted to Jagajeevanram Nagar.
“The people who attacked the health workers actually wanted to ask the authorities why Padarayanapura wasn’t getting food kits while they were going to Jagajeevanram Nagar.
Some also feel the violence was stage-managed by drug peddlers, who were upset about Padarayanapura being sealed off."
Politics in the time of coronavirus as TMC questions Centre’s intent,"NEW DELHI: Even before the war against Corona is far from over, a full scale political battle has broken out between the BJP-ruled Centre and the Trinamool Congress-ruled West Bengal government, sparked off by the “unannounced” landing of central team of officials in Kolkata on Monday morning.With West Bengal chief minister and TMC chief, Mamata Banerjee , reading the move as an affront to federal norms of governance, the TMC has accused the Centre of “playing politics at a time when states and the Centre are expected to work together to combat Corona.Addressing the media, Banerjee shot off a letter to Prime Minister Narendra Modi to bring the issue of “breaking federal norms” to his notice, on Monday evening.On Tuesday, TMC parliamentary leaders Sudip Bandopadhyay and Derek O’Brien questioned “the intent of the Centre,” while asking, “why Opposition-ruled states like Bengal are being put on targeted watch when BJP-ruled states like Gujarat, Uttar Pradesh or even states like Tamil Nadu and Telengana ruled by friendly parties, with high rise in Corona-positive cases were not being monitored by the Centre.""""Centre should clearly say why the central has come, then there should be no problem if there is no ill intention behind this,” said Bandopadhyay, when asked why the state government was outraged by the move.“Unfortunately when Bengal and all the other states are fighting Corona, the Centre is fighting the states,” said O’Brien, alleging that the Centre refused to call off Budget session (of Parliament) and delayed a lockdown when the virus was spreading, paying no heed to TMC’s warning on social distancing to be observed, apparently to install a BJP government in Madhya Pradesh.“It is a health emergency. Let’s fight it together, not as state, or Centre. Let’s get back to politics after this (Corona) is over,” he said.Bandopadhyay said, “people want to know what the central ministerial team is looking for, what they have found and why it has consulted with the chief minister or any state government officials on their purpose of visit,” making it clear that the ruling TMC did not welcome such political moves when the state is functioning in ""coordination with the Centre, keeping in line with every guideline laid down by NICED to combat Corona,"" he said.Asked whether people will suffer if the war against Corona gets caught in a political turmoil, Bandopadhyay said, “hopefully good sense will prevail. Centre will restrain itself in future and will consult concerned state governments, for comprehensive and well structured moves to fight Corona and state governments will cooperate.”","NEW DELHI: Even before the war against Corona is far from over, a full scale political battle has broken out between the BJP-ruled Centre and the Trinamool Congress-ruled West Bengal government, sparked off by the “unannounced” landing of central team of officials in Kolkata on Monday morning.With West Bengal chief minister and TMC chief, Mamata Banerjee , reading the move as an affront to federal norms of governance, the TMC has accused the Centre of “playing politics at a time when states and the Centre are expected to work together to combat Corona.Addressing the media, Banerjee shot off a letter to Prime Minister Narendra Modi to bring the issue of “breaking federal norms” to his notice, on Monday evening.On Tuesday, TMC parliamentary leaders Sudip Bandopadhyay and Derek O’Brien questioned “the intent of the Centre,” while asking, “why Opposition-ruled states like Bengal are being put on targeted watch when BJP-ruled states like Gujarat, Uttar Pradesh or even states like Tamil Nadu and Telengana ruled by friendly parties, with high rise in Corona-positive cases were not being monitored by the Centre.
""""Centre should clearly say why the central has come, then there should be no problem if there is no ill intention behind this,” said Bandopadhyay, when asked why the state government was outraged by the move.“Unfortunately when Bengal and all the other states are fighting Corona, the Centre is fighting the states,” said O’Brien, alleging that the Centre refused to call off Budget session (of Parliament) and delayed a lockdown when the virus was spreading, paying no heed to TMC’s warning on social distancing to be observed, apparently to install a BJP government in Madhya Pradesh.“It is a health emergency.
Let’s fight it together, not as state, or Centre.
Let’s get back to politics after this (Corona) is over,” he said.Bandopadhyay said, “people want to know what the central ministerial team is looking for, what they have found and why it has consulted with the chief minister or any state government officials on their purpose of visit,” making it clear that the ruling TMC did not welcome such political moves when the state is functioning in ""coordination with the Centre, keeping in line with every guideline laid down by NICED to combat Corona,"" he said.Asked whether people will suffer if the war against Corona gets caught in a political turmoil, Bandopadhyay said, “hopefully good sense will prevail.
Centre will restrain itself in future and will consult concerned state governments, for comprehensive and well structured moves to fight Corona and state governments will cooperate.”"
Don't want to meet Digvijaya Singh: Madhya Pradesh Congress rebel MLAs,"This story is from March 18, 2020

MLA Govind Singh Rajput (Image credit: Twitter)

BENGALURU: Rebel Congress MLAs from Madhya Pradesh who are staying at a resort here, on Wednesday said they have come to the city voluntarily and don't want to meet anybody, even as senior party leader Digvijaya Singh is making efforts to reach out to them.

High drama unfolded this morning near the resort, as Singh, a two-time Madhya Pradesh chief minister, staged a protest accusing the police of not allowing him to meet the legislators, following which he was detained briefly and released later.

Singh, along with Karnataka Congress chief D K Shivakumar, is meeting police top brass seeking opportunity to meet the MLAs.

He hit out at Union Home Minister Amit Shah and Karnataka chief minister B S Yediyurappa, accusing them of trying to block their efforts to get in touch with the legislators.

""We have come here voluntarily on our own wish; we have got to know from some people that a few leaders from Madhya Pradesh including Digvijaya Singh and some MLAs have come here. We don't want to talk to anybody,"" Congress rebel MLA from Sumawali Adal Singh Kansana said in a video message.

""We have tried enough to speak with every one for the last one year, when they did not hear us for one year, what they will hear us in one day? We want to say only this that we have come here as per our wish and go back as per our wish,"" he added.

Another rebel MLA Govind Singh Rajput too said they have come voluntarily and don't want to meet anybody.

""We got to know that Digvijaya Singh has come with a few ministers and leaders. Unnecessarily at the gate they are saying they want to meet us. When no MLA wants to meet him, they should not be doing this. All MLAs have sent in their resignation,"" he said in a video message.

Currently, 22 rebel MLAs are said to be camping in the city.

Digvijaya Singh said he wants to meet MLAs, who are his ""voters"" for the Rajya Sabha polls in Madhya Pradesh, and will stay here till he meets them.

Ahead of meeting the city police commissioner, he said, ""I have my doubts (about any help from the commissioner) because of pressure from Union Home Minister and the chief minister on them; they will not allow meeting (MLAs), because if MLAs meet me they will come out with me.""

Claiming that Singh had come to the city, as he got a message from few rebel MLAs, Shivakumar asked: ""Why is police blocking, they don't have any right to block, they are blocking the right of a candidate.""

""Our candidate (Singh) wants to request the higher authorities (Police Commissioner), because these people (local police) are acting on the instructions of the Chief Minister here, so they want to request the higher authorities, then we will see other remedies,"" he added.

Shivakumar alleged Yediyurappa did not show the courtesy of responding to Singh's call.

""He (Singh) tried to request the chief minister; chief minister did not come on phone. No basic courtesy to answer senior leaders call...,"" he added.

In a massive setback for the Congress, its prominent youth leader Jyotiradtya Scindia quit the party and in a coordinated rebellion last week 22 MLAs loyal to him resigned in Madhya Pradesh, pushing the 15-month-old Kamal Nath government to the brink of collapse.

","Singh, along with Karnataka Congress chief D K Shivakumar, is meeting police top brass seeking opportunity to meet the MLAs.
We don't want to talk to anybody,"" Congress rebel MLA from Sumawali Adal Singh Kansana said in a video message.
Currently, 22 rebel MLAs are said to be camping in the city.
Digvijaya Singh said he wants to meet MLAs, who are his ""voters"" for the Rajya Sabha polls in Madhya Pradesh, and will stay here till he meets them.
""He (Singh) tried to request the chief minister; chief minister did not come on phone."
Congress delegation likely to meet Madhya Pradesh governor shortly amid political crisis,"This story is from March 18, 2020

Madhya Pradesh governor Lalji Tandon

BHOPAL: A Congress delegation is likely to meet Madhya Pradesh governor Lalji Tandon at 1.45pm on Wednesday.

Earlier on Tuesday, chief minister Kamal Nath wrote to the governor reiterating his demand for the rebel Congress MLAs to be brought back to Bhopal from Bengaluru. This development comes amid the political crisis in Madhya Pradesh which followed the exit of Jyotiraditya Scindia from the Congress party.

Scindia's exit was followed by 22 Congress MLAs resigning from the party as well as from the state legislative Assembly. The resignation of these many MLAs has left the Kamal Nath government in crisis.

","This story is from March 18, 2020Madhya Pradesh governor Lalji TandonBHOPAL: A Congress delegation is likely to meet Madhya Pradesh governor Lalji Tandon at 1.45pm on Wednesday.
Earlier on Tuesday, chief minister Kamal Nath wrote to the governor reiterating his demand for the rebel Congress MLAs to be brought back to Bhopal from Bengaluru.
This development comes amid the political crisis in Madhya Pradesh which followed the exit of Jyotiraditya Scindia from the Congress party.
Scindia's exit was followed by 22 Congress MLAs resigning from the party as well as from the state legislative Assembly.
The resignation of these many MLAs has left the Kamal Nath government in crisis."
"If needed, I will go to Bengaluru: Kamal Nath","This story is from March 18, 2020

Madhya Pradesh chief minister Kamal Nath

BHOPAL: With senior Congress leaders, including Digvijaya Singh and five ministers arrested in Bengaluru, chief minister Kamal Nath on Wednesday said he may head for the southern city that has been one of the focal points of the Madhya Pradesh political crisis that started a fortnight ago.

“BJP is killing democracy in Madhya Pradesh. BJP is nervous about bringing our 16 MLAs to the state. What is the crisis in one person meeting the legislators? In 15 months, we have proved majority and faced floor-test several times. If need be, I will also go to Bengaluru,” Nath said around noon on Wednesday.

Madhya Pradesh political crisis live

This was preceded by a barrage of tweets at BJP and former CM Shivraj Singh Chouhan . “It is entirely dictatorial to stop, misbehave and forcefully arrest Digvijaya Singh, Congress ministers and MLAs who went to meet their party legislators held captive by BJP in Bengaluru,” said Nath.

“The entire country is seeing how BJP is murdering democratic values to destabilise an elected government. Why are we not being allowed to meet the MLAs? After all what is BJP afraid of? A dirty game is being played by BJP in the state,” was his next.

Democratic values, constitutional values and rights are being suppressed, the CM alleged, adding: “Our arrested leaders should be released soon and allowed to meet the hostage MLAs.”

Attacking BJP, CM Nath tweeted, “BJP does not have majority right now, neither has Shivraj Singh Chouhan been elected leader of the BJP Legislative Party. BJP government has not been formed, neither will it be formed. But Shivraj Singh Chouhan’s urgency and restlessness to become chief minister is seen by the entire state.”

The CM’s final tweet in this volley said: “How they are getting restless for power! They are sleepless, day-dreaming of becoming chief minister. They are threatening officials. I pity their condition.”

","This story is from March 18, 2020Madhya Pradesh chief minister Kamal NathBHOPAL: With senior Congress leaders, including Digvijaya Singh and five ministers arrested in Bengaluru, chief minister Kamal Nath on Wednesday said he may head for the southern city that has been one of the focal points of the Madhya Pradesh political crisis that started a fortnight ago.
If need be, I will also go to Bengaluru,” Nath said around noon on Wednesday.
Madhya Pradesh political crisis liveThis was preceded by a barrage of tweets at BJP and former CM Shivraj Singh Chouhan .
“It is entirely dictatorial to stop, misbehave and forcefully arrest Digvijaya Singh, Congress ministers and MLAs who went to meet their party legislators held captive by BJP in Bengaluru,” said Nath.
They are sleepless, day-dreaming of becoming chief minister."
Nitin Raut: BJP government has left Maharashtra under huge debt,"This story is from December 3, 2019

Nitin Raut

Newly appointed minister in chief minister Uddhav Thackeray's cabinet, Nitin Raut , on Monday launched an all-out attack against the previous BJP government led by Devendra Fadnavis , accusing it of pushing the state under a huge debt burden of Rs 6.7 lakh crore. Interacting with the media on his first visit to his hometown, the four-time North Nagpur MLA questioned Fadnavis's role following allegations by BJP MP Anantkumar Hegde that the ex-CM had diverted a Rs 40,000 crore grant back to the Centre.

Raut, who is one of the two Congress ministers to be inducted into the state cabinet, said when an MP makes such statements there must be ""something fishy"". ""Fadnavis must explain why the huge funds of Rs 40,000 crore meant for farmers' welfare were returned to the Centre. He seems to have done it during his 80-hour stint as a CM and people will definitely seek answers from him.""

Raut said that the Thackeray government would make all efforts to develop Vidarbha region.

","This story is from December 3, 2019Nitin RautNewly appointed minister in chief minister Uddhav Thackeray's cabinet, Nitin Raut , on Monday launched an all-out attack against the previous BJP government led by Devendra Fadnavis , accusing it of pushing the state under a huge debt burden of Rs 6.7 lakh crore.
Interacting with the media on his first visit to his hometown, the four-time North Nagpur MLA questioned Fadnavis's role following allegations by BJP MP Anantkumar Hegde that the ex-CM had diverted a Rs 40,000 crore grant back to the Centre.
Raut, who is one of the two Congress ministers to be inducted into the state cabinet, said when an MP makes such statements there must be ""something fishy"".
""Fadnavis must explain why the huge funds of Rs 40,000 crore meant for farmers' welfare were returned to the Centre.
Raut said that the Thackeray government would make all efforts to develop Vidarbha region."
Covid-19: President Trump says 'politics' is behind testing criticism,"Apr 21, 2020, 03:42PM IST

Source: AP

President Donald Trump swatted away criticism that he failed to take coronavirus pandemic seriously enough earlier this year, saying ""we're dealing in politics. We're dealing in a thing called November 3rd of this year."" Despite criticism by many U.S. governors that there isn't enough testing occuring to safely open many parts of the U.S., the president said he would be criticized no matter what he did. ""If I came up with a tablet, you take it and and this plague is gone, they'll say Trump did a terrible job, terrible terrible, because that's their soundbite.""","Apr 21, 2020, 03:42PM ISTSource: APPresident Donald Trump swatted away criticism that he failed to take coronavirus pandemic seriously enough earlier this year, saying ""we're dealing in politics.
We're dealing in a thing called November 3rd of this year.""
Despite criticism by many U.S. governors that there isn't enough testing occuring to safely open many parts of the U.S., the president said he would be criticized no matter what he did.
""If I came up with a tablet, you take it and and this plague is gone, they'll say Trump did a terrible job, terrible terrible, because that's their soundbite."""
"Palghar lynching: Time not apt for political fight, says Sharad Pawar","MUMBAI: NCP chief Sharad Pawar on Tuesday hit out at those questioning the law and order situation in Maharashtra in the wake of the Palghar lynching incident, saying the time is not right to engage in political battles and collective efforts are needed to fight the coronavirus He said levelling allegations or calling for resignations of state ministers, at a time when the fight against the deadly coronavirus is on, should be avoided and care should be taken that collective efforts to overcome the crisis do not slow down.Condemning the lynching incident, Pawar said it occurred out of misunderstanding, and immediate steps were taken by the Maharashtra Vikas Aghadi government and over 100 people were arrested even as probe is on in the incident.The state government has already ordered a high-level inquiry into the incident that took place on April 16 when three Mumbai residents, including two seers, who were on their way to Surat in Gujarat in a car, were lynched by villagers in Palghar on the suspicion that they were child-lifters.""What happened was not good, it should not have happened. The incident took place out of misunderstanding (rumour), it is being alleged the law and order situation has deteriorated, demands are being made for resignations, Pawar said in his address via Facebook.We will engage in political battles or settle scores later. But this is not the time. We need to face the coronavirus crisis collectively, the NCP chief said, without naming any party or leader.After the incident, many BJP leaders slammed the Shiv Sena-led coalition government--also comprising the Congress and the NCP--for the ""administrative"" failure to protect the Hindu seers.Pawar said, ""Such an incident should not have happened, it is condemnable...I insist we should take care that the efforts of combating the crisis do not slow down.""The NCP president also asked the media not to broadcast negative reports, and highlight efforts that inspire confidence among people in the face of the coronavirus threat.The former Union minister also asked Muslims to celebrate Ramzan by staying at home during the lockdown period, to contain the spread of the coronavirus.","""What happened was not good, it should not have happened.
The incident took place out of misunderstanding (rumour), it is being alleged the law and order situation has deteriorated, demands are being made for resignations, Pawar said in his address via Facebook.We will engage in political battles or settle scores later.
But this is not the time.
We need to face the coronavirus crisis collectively, the NCP chief said, without naming any party or leader.After the incident, many BJP leaders slammed the Shiv Sena-led coalition government--also comprising the Congress and the NCP--for the ""administrative"" failure to protect the Hindu seers.Pawar said, ""Such an incident should not have happened, it is condemnable...I insist we should take care that the efforts of combating the crisis do not slow down.
""The NCP president also asked the media not to broadcast negative reports, and highlight efforts that inspire confidence among people in the face of the coronavirus threat.The former Union minister also asked Muslims to celebrate Ramzan by staying at home during the lockdown period, to contain the spread of the coronavirus."
BJP has required numbers to form govt in Madhya Pradesh: Shivraj Singh Chouhan,"Mar 17, 2020, 06:09PM IST

Source: ANI

Former CM and BJP leader Shivraj Singh Chouhan claimed that the Kamal Nath government in Madhya Pradesh will certainly fall and his party has the required numbers to form the government in the state. He also urged for a floor test as soon as possible and accused the current government of purposely delaying it. The Supreme Court will hear the matter of floor test in Madhya Pradesh tomorrow.","Mar 17, 2020, 06:09PM ISTSource: ANIFormer CM and BJP leader Shivraj Singh Chouhan claimed that the Kamal Nath government in Madhya Pradesh will certainly fall and his party has the required numbers to form the government in the state.
He also urged for a floor test as soon as possible and accused the current government of purposely delaying it.
The Supreme Court will hear the matter of floor test in Madhya Pradesh tomorrow."
"USA Coronavirus News: Some US producers, states reopening amid political pressure","SEATTLE: Boeing and at least one other US heavy-equipment manufacturer resumed production and some states rolled out aggressive reopening plans Monday, despite nationwide concerns there is not enough testing yet to keep the coronavirus from rebounding.In one of the most forceful moves yet, Georgia Gov. Brian Kemp announced that gyms, hair salons, bowling alleys and tattoo parlors were among businesses that could reopen Friday, as long as owners followed strict social distancing and hygiene requirements.Boeing said it was putting about 27,000 people back to work this week building passenger jets at its Seattle-area plants, with virus-slowing precautions in place, including face masks and staggered shifts. Doosan Bobcat, a farm equipment maker and North Dakota’s largest manufacturer, announced the return of about 2,200 workers at three factories around the state.The reopenings came amid economic gloom, as oil futures plunged below zero on Monday and stocks and Treasury yields also dropped on Wall Street. The cost to have a barrel of US crude delivered in May plummeted to negative $37.63. It was at roughly $60 at the start of the year.Elsewhere around the world, step-by-step reopenings were underway in Europe, where the crisis has begun to ebb in places such as Italy, Spain and Germany. Parts of the continent are perhaps weeks ahead of the US on the infection curve of the virus, which has killed about 170,000 people worldwide, according to a tally kept by Johns Hopkins University.Businesses that start operating again in the US are likely to engender good will with the Trump administration at a time when it is doling out billions in relief to companies. But the reopenings being announced are a drop in the bucket compared with the more than 22 million Americans thrown out of work by the crisis.In a dispute that has turned nakedly political, President Donald Trump has been agitating to restart the economy, singling out Democratic-led states and egging on protesters who feel governors are moving too slowly.In several states, governors of both parties said they had seen signs that the coronavirus curve was flattening, making it possible to start reopening businesses and public spaces.Kemp said a decline in emergency room visits by people with flu-like symptoms indicated that infections were going down. But he also acknowledged that Georgia had lagged in COVID-19 testing and announced new initiatives to ramp it up.Texas on Monday began a week of slow reopenings, starting off with state parks, while officials said that later in the week, stores would be allowed to offer curbside service. Tennessee Gov. Bill Lee announced Monday that businesses across most of the state would begin reopening as early as next week, although the order did not cover counties with the largest cities, including Nashville, Memphis, Knoxville and Chattanooga. Both states are led by Republicans.Republican West Virginia Gov. Jim Justice said Monday that he would allow hospitals to begin performing elective procedures if the facilities met an unspecified set of criteria, while Democratic Colorado Gov. Jared Polis said Monday that he would let his statewide stay-at-home order expire next week as long as strict social distancing and other individual protective measures continued.But governors from many other states said they lacked the testing supplies they need and warned they could get hit by a second wave of infections, given how people with no symptoms can still spread the disease.""Who in this great state actually believes that they care more about jet skiing than saving the lives of the elderly or the vulnerable?"" Democratic Michigan Gov. Gretchen Whitmer remarked, referring to restrictions in place in her state. ""This action isn’t about our individual right to gather. It’s about our parents’ right to live.""Trump took to Twitter to complain that the ""radical left"" and ""Do Nothing Democrats"" are ""playing a very dangerous political game"" by complaining about a testing shortage. At the same time, Vice President Mike Pence told governors that Washington is working around-the-clock to help them ramp up testing.The death toll in the US stood at more than 40,000 — the highest in the world — with over 750,000 confirmed infections, by Johns Hopkins’ count. The true figures are believed to be much higher, in part because of limited testing and difficulties in counting the dead.","The cost to have a barrel of US crude delivered in May plummeted to negative $37.63.
Both states are led by Republicans.Republican West Virginia Gov.
""Who in this great state actually believes that they care more about jet skiing than saving the lives of the elderly or the vulnerable?""
""Trump took to Twitter to complain that the ""radical left"" and ""Do Nothing Democrats"" are ""playing a very dangerous political game"" by complaining about a testing shortage.
The true figures are believed to be much higher, in part because of limited testing and difficulties in counting the dead."
